task_id,user_id,assignment_id,title,category,priority,time_allocated,status
1598,341,902,Complete assignment #902,school,high,90,in_progress
1599,341,903,Complete assignment #903,school,low,45,in_progress
1600,341,904,Complete assignment #904,school,high,45,not_started
1601,341,917,Complete assignment #917,school,high,45,in_progress
1602,341,918,Complete assignment #918,school,medium,30,completed
1603,341,919,Complete assignment #919,school,low,120,in_progress
1604,341,920,Complete assignment #920,school,low,120,in_progress
1605,341,921,Complete assignment #921,school,low,45,completed
1606,341,,Call family,personal,low,30,in_progress
1607,341,,Shift at cafe,work,high,15,completed
1608,342,365,Complete assignment #365,school,medium,120,completed
1609,342,366,Complete assignment #366,school,medium,30,completed
1610,342,367,Complete assignment #367,school,medium,120,not_started
1611,342,368,Complete assignment #368,school,high,120,completed
1612,342,369,Complete assignment #369,school,medium,90,completed
1613,342,383,Complete assignment #383,school,low,60,completed
1614,342,384,Complete assignment #384,school,high,30,in_progress
1615,342,385,Complete assignment #385,school,high,120,completed
1616,342,386,Complete assignment #386,school,medium,90,completed
1617,342,387,Complete assignment #387,school,low,45,completed
1618,342,401,Complete assignment #401,school,high,30,completed
1619,342,402,Complete assignment #402,school,medium,90,completed
1620,342,403,Complete assignment #403,school,low,45,completed
1621,342,404,Complete assignment #404,school,low,60,not_started
1622,342,,Organize fundraiser,extracurricular,low,45,in_progress
1623,342,,Clean apartment,personal,medium,60,completed
1624,343,2041,Complete assignment #2041,school,high,60,in_progress
1625,343,2042,Complete assignment #2042,school,low,45,in_progress
1626,343,2043,Complete assignment #2043,school,low,45,completed
1627,343,2044,Complete assignment #2044,school,high,60,completed
1628,343,1981,Complete assignment #1981,school,medium,45,in_progress
1629,343,1982,Complete assignment #1982,school,medium,90,completed
1630,343,2063,Complete assignment #2063,school,high,60,not_started
1631,343,2064,Complete assignment #2064,school,high,45,not_started
1632,343,2065,Complete assignment #2065,school,medium,90,not_started
1633,343,2066,Complete assignment #2066,school,low,30,completed
1634,343,2012,Complete assignment #2012,school,high,60,not_started
1635,343,2013,Complete assignment #2013,school,low,60,in_progress
1636,343,2014,Complete assignment #2014,school,high,120,in_progress
1637,343,2006,Complete assignment #2006,school,high,45,completed
1638,343,2007,Complete assignment #2007,school,high,45,in_progress
1639,343,2008,Complete assignment #2008,school,high,60,in_progress
1640,343,2009,Complete assignment #2009,school,medium,90,completed
1641,343,2010,Complete assignment #2010,school,high,90,not_started
1642,343,2011,Complete assignment #2011,school,medium,30,completed
1643,343,,Volunteer event,extracurricular,medium,30,not_started
1644,343,,Rehearsal,extracurricular,high,15,completed
1645,344,172,Complete assignment #172,school,medium,90,in_progress
1646,344,173,Complete assignment #173,school,high,30,completed
1647,344,229,Complete assignment #229,school,high,45,completed
1648,344,230,Complete assignment #230,school,medium,30,in_progress
1649,344,231,Complete assignment #231,school,low,60,in_progress
1650,344,234,Complete assignment #234,school,medium,120,completed
1651,344,235,Complete assignment #235,school,high,120,completed
1652,344,236,Complete assignment #236,school,low,90,in_progress
1653,344,237,Complete assignment #237,school,low,45,not_started
1654,344,238,Complete assignment #238,school,high,45,completed
1655,344,,Team meeting prep,work,low,15,completed
1656,344,,Rehearsal,extracurricular,medium,15,completed
1657,344,,Grocery shopping,personal,low,90,in_progress
1658,345,1497,Complete assignment #1497,school,low,45,not_started
1659,345,1498,Complete assignment #1498,school,high,90,in_progress
1660,345,1541,Complete assignment #1541,school,high,30,in_progress
1661,345,1542,Complete assignment #1542,school,high,30,not_started
1662,345,1543,Complete assignment #1543,school,low,90,not_started
1663,345,1544,Complete assignment #1544,school,low,30,in_progress
1664,345,1545,Complete assignment #1545,school,low,120,in_progress
1665,345,1499,Complete assignment #1499,school,high,30,in_progress
1666,345,1500,Complete assignment #1500,school,low,90,completed
1667,345,1501,Complete assignment #1501,school,low,120,completed
1668,345,1502,Complete assignment #1502,school,high,90,completed
1669,345,,Rehearsal,extracurricular,medium,60,completed
1670,345,,Rehearsal,extracurricular,medium,90,in_progress
1671,345,,Call family,personal,medium,90,not_started
1672,345,,Rehearsal,extracurricular,high,45,completed
1673,346,516,Complete assignment #516,school,low,45,in_progress
1674,346,517,Complete assignment #517,school,medium,120,in_progress
1675,346,518,Complete assignment #518,school,low,45,not_started
1676,346,519,Complete assignment #519,school,medium,60,not_started
1677,346,520,Complete assignment #520,school,medium,60,completed
1678,346,521,Complete assignment #521,school,high,45,not_started
1679,346,522,Complete assignment #522,school,low,45,not_started
1680,346,,Rehearsal,extracurricular,medium,15,completed
1681,346,,Workout,personal,high,30,in_progress
1682,346,,Team meeting prep,work,low,30,completed
1683,346,,Update resume,work,high,60,completed
1684,347,2439,Complete assignment #2439,school,medium,60,not_started
1685,347,2440,Complete assignment #2440,school,medium,90,completed
1686,347,2441,Complete assignment #2441,school,medium,60,not_started
1687,347,2442,Complete assignment #2442,school,medium,60,completed
1688,347,2443,Complete assignment #2443,school,medium,90,in_progress
1689,347,2450,Complete assignment #2450,school,high,90,completed
1690,347,2451,Complete assignment #2451,school,low,90,not_started
1691,347,2452,Complete assignment #2452,school,medium,60,completed
1692,347,2453,Complete assignment #2453,school,low,90,completed
1693,347,2454,Complete assignment #2454,school,low,45,not_started
1694,347,2455,Complete assignment #2455,school,high,60,not_started
1695,347,2475,Complete assignment #2475,school,medium,30,in_progress
1696,347,2476,Complete assignment #2476,school,medium,60,in_progress
1697,347,2477,Complete assignment #2477,school,high,45,completed
1698,347,2478,Complete assignment #2478,school,high,120,in_progress
1699,347,2479,Complete assignment #2479,school,medium,30,not_started
1700,347,2480,Complete assignment #2480,school,low,60,completed
1701,347,,Team meeting prep,work,high,60,not_started
1702,347,,Meal prep,personal,medium,15,not_started
1703,347,,Call family,personal,medium,90,in_progress
1704,347,,Club meeting,extracurricular,medium,30,completed
1705,347,,Update resume,work,high,60,completed
1706,348,2774,Complete assignment #2774,school,low,120,not_started
1707,348,2775,Complete assignment #2775,school,low,120,not_started
1708,348,2776,Complete assignment #2776,school,low,60,in_progress
1709,348,2777,Complete assignment #2777,school,high,60,in_progress
1710,348,2778,Complete assignment #2778,school,medium,30,not_started
1711,348,2709,Complete assignment #2709,school,low,60,completed
1712,348,2710,Complete assignment #2710,school,medium,90,completed
1713,348,2711,Complete assignment #2711,school,low,45,in_progress
1714,348,2765,Complete assignment #2765,school,low,90,in_progress
1715,348,2766,Complete assignment #2766,school,low,60,not_started
1716,348,2767,Complete assignment #2767,school,high,30,not_started
1717,348,2768,Complete assignment #2768,school,high,90,in_progress
1718,348,2730,Complete assignment #2730,school,medium,30,completed
1719,348,2731,Complete assignment #2731,school,low,120,in_progress
1720,348,2732,Complete assignment #2732,school,high,90,completed
1721,348,2733,Complete assignment #2733,school,high,60,completed
1722,348,,Rehearsal,extracurricular,medium,15,completed
1723,348,,Grocery shopping,personal,high,15,completed
1724,348,,Grocery shopping,personal,high,60,completed
1725,348,,Shift at cafe,work,high,60,completed
1726,348,,Organize fundraiser,extracurricular,high,30,completed
